ticker,todays_last_price_inr,price_as_of,last_eod_close_inr,tomorrow_buy_trigger_inr,profit_target_inr,qty,amount_inr,note
MS,201.03,2026-05-23,201.03,201.03,207.34,0.248719,50.0,Passes all recommendation gates; trigger raised to app safety (> 201.02)
